"ID","TYPE","CURRENT_LOCATION","NEXT_LOCATION","CURRENT_OPERATION_NUMBER","WITH_1","WITH_2","DATETIME_BEGIN","DATETIME_END","DISTANCE_PARCOURUE"
"100","PATIENT","Uro_Box_3","Uro_Box_3",1,"URO.AS(2)",NA,"2015-11-12T10:56:59Z","2015-11-12T10:58:00Z",257.968121515756
"100","PATIENT","Uro_Box_3","Uro_Box_3",NA,NA,NA,"2015-11-12T10:58:00Z","2015-11-12T10:58:00Z",257.968121515756
"100","PATIENT","Uro_Box_3","Uro_Box_3",2,"URO.MED(1)",NA,"2015-11-12T10:58:00Z","2015-11-12T11:12:19Z",257.968121515756
"100","PATIENT","Uro_Box_3","Uro_Box_3",NA,NA,NA,"2015-11-12T11:12:19Z","2015-11-12T11:12:19Z",257.968121515756
"100","PATIENT","Uro_Box_3","Sortie_Attente",NA,NA,NA,"2015-11-12T11:12:19Z","2015-11-12T11:13:46Z",257.968121515756
"100","PATIENT","Sortie_Attente","Sortie_Attente",NA,NA,NA,"2015-11-12T11:13:46Z","2015-11-12T11:14:05Z",352.611685443179
"100","PATIENT","Sortie_Attente","Sortie_Bureau_2",NA,NA,NA,"2015-11-12T11:14:05Z","2015-11-12T11:14:10Z",352.611685443179
"100","PATIENT","Sortie_Bureau_2","Sortie_Bureau_2",NA,NA,NA,"2015-11-12T11:14:10Z","2015-11-12T11:14:10Z",357.506000259147
"100","PATIENT","Sortie_Bureau_2","Sortie_Bureau_2",1,"SORTIE_URO.Agent_Sortie(1)",NA,"2015-11-12T11:14:10Z","2015-11-12T11:15:33Z",357.506000259147
"100","PATIENT","Sortie_Bureau_2","Sortie_Bureau_2",NA,NA,NA,"2015-11-12T11:15:33Z","2015-11-12T11:15:33Z",357.506000259147
"100","PATIENT","Sortie_Bureau_2","Sortie_Generale",NA,NA,NA,"2015-11-12T11:15:33Z","2015-11-12T11:17:36Z",357.506000259147
"100","PATIENT","Sortie_Generale",NA,NA,NA,NA,"2015-11-12T11:17:36Z",NA,483.484861232294
"104","PATIENT","Entree_Generale","Accueil_Attente",NA,NA,NA,"2015-11-12T10:46:28Z","2015-11-12T10:48:43Z",0
"104","PATIENT","Accueil_Attente","Accueil_Attente",NA,NA,NA,"2015-11-12T10:48:43Z","2015-11-12T10:54:20Z",142.005796498171
"104","PATIENT","Accueil_Attente","Accueil_General_2",NA,NA,NA,"2015-11-12T10:54:20Z","2015-11-12T10:54:32Z",142.005796498171
"104","PATIENT","Accueil_General_2","Accueil_General_2",NA,NA,NA,"2015-11-12T10:54:32Z","2015-11-12T10:54:32Z",152.802978569189
"104","PATIENT","Accueil_General_2","Accueil_General_2",1,"ACCUEIL.Agent_Acc_1(2)",NA,"2015-11-12T10:54:32Z","2015-11-12T10:58:07Z",152.802978569189
"104","PATIENT","Accueil_General_2","Accueil_General_2",NA,NA,NA,"2015-11-12T10:58:07Z","2015-11-12T10:58:07Z",152.802978569189
"104","PATIENT","Accueil_General_2","Uro_Attente_1",NA,"ACCUEIL.Agent_Acc_1(2)",NA,"2015-11-12T10:58:07Z","2015-11-12T10:59:43Z",152.802978569189
"104","PATIENT","Uro_Attente_1","Uro_Attente_1",NA,NA,NA,"2015-11-12T10:59:43Z","2015-11-12T11:00:02Z",246.516207762708
"104","PATIENT","Uro_Attente_1","Uro_Box_5",NA,NA,NA,"2015-11-12T11:00:02Z","2015-11-12T11:00:19Z",246.516207762708
"104","PATIENT","Uro_Box_5","Uro_Box_5",NA,NA,NA,"2015-11-12T11:00:19Z","2015-11-12T11:00:41Z",263.425568027787
"104","PATIENT","Uro_Box_5","Uro_Box_5",1,"URO.MED(2)",NA,"2015-11-12T11:00:41Z","2015-11-12T11:01:11Z",263.425568027787
"104","PATIENT","Uro_Box_5","Uro_Box_5",NA,NA,NA,"2015-11-12T11:01:11Z","2015-11-12T11:01:11Z",263.425568027787
"104","PATIENT","Uro_Box_5","Uro_Box_5",2,"URO.MED(2)",NA,"2015-11-12T11:01:11Z","2015-11-12T11:27:22Z",263.425568027787
"104","PATIENT","Uro_Box_5","Uro_Box_5",NA,NA,NA,"2015-11-12T11:27:22Z","2015-11-12T11:27:22Z",263.425568027787
"104","PATIENT","Uro_Box_5","Sortie_Attente",NA,NA,NA,"2015-11-12T11:27:22Z","2015-11-12T11:28:50Z",263.425568027787
"104","PATIENT","Sortie_Attente","Sortie_Attente",NA,NA,NA,"2015-11-12T11:28:50Z","2015-11-12T11:29:06Z",339.878066324521
"104","PATIENT","Sortie_Attente","Sortie_Bureau_2",NA,NA,NA,"2015-11-12T11:29:06Z","2015-11-12T11:29:12Z",339.878066324521
"104","PATIENT","Sortie_Bureau_2","Sortie_Bureau_2",NA,NA,NA,"2015-11-12T11:29:12Z","2015-11-12T11:29:12Z",346.473876352534
"104","PATIENT","Sortie_Bureau_2","Sortie_Bureau_2",1,"SORTIE_URO.Agent_Sortie(2)",NA,"2015-11-12T11:29:12Z","2015-11-12T11:33:42Z",346.473876352534
"104","PATIENT","Sortie_Bureau_2","Sortie_Bureau_2",NA,NA,NA,"2015-11-12T11:33:42Z","2015-11-12T11:33:42Z",346.473876352534
"104","PATIENT","Sortie_Bureau_2","Sortie_Generale",NA,NA,NA,"2015-11-12T11:33:42Z","2015-11-12T11:35:45Z",346.473876352534
"104","PATIENT","Sortie_Generale",NA,NA,NA,NA,"2015-11-12T11:35:45Z",NA,475.494758583423
"106","PATIENT","Entree_Generale","Accueil_Attente",NA,NA,NA,"2015-11-12T10:47:48Z","2015-11-12T10:51:59Z",0
"106","PATIENT","Accueil_Attente","Accueil_Attente",NA,NA,NA,"2015-11-12T10:51:59Z","2015-11-12T10:55:29Z",127.221863898672
"106","PATIENT","Accueil_Attente","Accueil_General_3",NA,NA,NA,"2015-11-12T10:55:29Z","2015-11-12T10:55:51Z",127.221863898672
"106","PATIENT","Accueil_General_3","Accueil_General_3",NA,NA,NA,"2015-11-12T10:55:51Z","2015-11-12T10:55:51Z",141.05521361647
"106","PATIENT","Accueil_General_3","Accueil_General_3",1,"ACCUEIL.Agent_Acc_1(4)",NA,"2015-11-12T10:55:51Z","2015-11-12T10:59:23Z",141.05521361647
"106","PATIENT","Accueil_General_3","Accueil_General_3",NA,NA,NA,"2015-11-12T10:59:23Z","2015-11-12T10:59:23Z",141.05521361647
"106","PATIENT","Accueil_General_3","Uro_Attente_1",NA,"ACCUEIL.Agent_Acc_1(4)",NA,"2015-11-12T10:59:23Z","2015-11-12T11:02:35Z",141.05521361647
"106","PATIENT","Uro_Attente_1","Uro_Attente_1",NA,NA,NA,"2015-11-12T11:02:35Z","2015-11-12T12:06:09Z",250.422245190245
"106","PATIENT","Uro_Attente_1","Uro_Examen_1",NA,NA,NA,"2015-11-12T12:06:09Z","2015-11-12T12:07:11Z",250.422245190245
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",NA,NA,NA,"2015-11-12T12:07:11Z","2015-11-12T12:07:11Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",1,"URO.IDE(2)",NA,"2015-11-12T12:07:11Z","2015-11-12T12:07:41Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",NA,NA,NA,"2015-11-12T12:07:41Z","2015-11-12T12:07:41Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",2,"URO.IDE(2)",NA,"2015-11-12T12:07:41Z","2015-11-12T12:15:03Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",NA,NA,NA,"2015-11-12T12:15:03Z","2015-11-12T12:15:03Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",3,"URO.MED(1)","URO.IDE(2)","2015-11-12T12:15:03Z","2015-11-12T12:21:47Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",NA,NA,NA,"2015-11-12T12:21:47Z","2015-11-12T12:21:47Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",4,"URO.IDE(2)",NA,"2015-11-12T12:21:47Z","2015-11-12T12:27:38Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Uro_Examen_1",NA,NA,NA,"2015-11-12T12:27:38Z","2015-11-12T12:27:38Z",279.625047168251
"106","PATIENT","Uro_Examen_1","Sortie_Generale",NA,NA,NA,"2015-11-12T12:27:38Z","2015-11-12T12:30:06Z",279.625047168251
"106","PATIENT","Sortie_Generale",NA,NA,NA,NA,"2015-11-12T12:30:06Z",NA,342.116771135323
"112","PATIENT","Entree_Generale","Accueil_Attente",NA,NA,NA,"2015-11-12T10:52:56Z","2015-11-12T10:55:10Z",0
"112","PATIENT","Accueil_Attente","Accueil_Attente",NA,NA,NA,"2015-11-12T10:55:10Z","2015-11-12T10:59:56Z",117.613740561077
"112","PATIENT","Accueil_Attente","Accueil_Prio_1",NA,NA,NA,"2015-11-12T10:59:56Z","2015-11-12T11:00:07Z",117.613740561077
"112","PATIENT","Accueil_Prio_1","Accueil_Prio_1",NA,NA,NA,"2015-11-12T11:00:07Z","2015-11-12T11:00:07Z",127.010424890352
"112","PATIENT","Accueil_Prio_1","Accueil_Prio_1",1,"ACCUEIL.Agent_Acc_1(3)",NA,"2015-11-12T11:00:07Z","2015-11-12T11:04:58Z",127.010424890352
"112","PATIENT","Accueil_Prio_1","Accueil_Prio_1",NA,NA,NA,"2015-11-12T11:04:58Z","2015-11-12T11:04:58Z",127.010424890352
"112","PATIENT","Accueil_Prio_1","Uro_Attente_1",NA,"ACCUEIL.Agent_Acc_1(3)",NA,"2015-11-12T11:04:58Z","2015-11-12T11:06:34Z",127.010424890352
"112","PATIENT","Uro_Attente_1","Uro_Attente_1",NA,NA,NA,"2015-11-12T11:06:34Z","2015-11-12T12:23:41Z",217.00240072587
"112","PATIENT","Uro_Attente_1","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:23:41Z","2015-11-12T12:24:12Z",217.00240072587
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:24:12Z","2015-11-12T12:24:12Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",1,"URO.AS(1)",NA,"2015-11-12T12:24:12Z","2015-11-12T12:24:42Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:24:42Z","2015-11-12T12:29:05Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",2,"URO.IDE(1)",NA,"2015-11-12T12:29:05Z","2015-11-12T12:37:32Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:37:32Z","2015-11-12T12:38:31Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",3,"URO.MED(1)","URO.IDE(2)","2015-11-12T12:38:31Z","2015-11-12T12:45:52Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:45:52Z","2015-11-12T12:45:52Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",4,"URO.IDE(2)",NA,"2015-11-12T12:45:52Z","2015-11-12T12:48:50Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:48:50Z","2015-11-12T12:48:50Z",252.084876379037
"112","PATIENT","Uro_Examen_2","Uro_Attente_1",NA,NA,NA,"2015-11-12T12:48:50Z","2015-11-12T12:49:22Z",252.084876379037
"112","PATIENT","Uro_Attente_1","Uro_Attente_1",NA,NA,NA,"2015-11-12T12:49:22Z","2015-11-12T12:50:00Z",290.378995071499
"112","PATIENT","Uro_Attente_1","Uro_Bureau_IDE_1",NA,NA,NA,"2015-11-12T12:50:00Z","2015-11-12T12:50:25Z",290.378995071499
"112","PATIENT","Uro_Bureau_IDE_1","Uro_Bureau_IDE_1",NA,NA,NA,"2015-11-12T12:50:25Z","2015-11-12T12:50:25Z",314.554000800877
"112","PATIENT","Uro_Bureau_IDE_1","Uro_Bureau_IDE_1",1,"URO.IDE(2)",NA,"2015-11-12T12:50:25Z","2015-11-12T12:56:25Z",314.554000800877
"112","PATIENT","Uro_Bureau_IDE_1","Uro_Bureau_IDE_1",NA,NA,NA,"2015-11-12T12:56:25Z","2015-11-12T12:56:25Z",314.554000800877
"112","PATIENT","Uro_Bureau_IDE_1","Sortie_Attente",NA,NA,NA,"2015-11-12T12:56:25Z","2015-11-12T12:56:53Z",314.554000800877
"112","PATIENT","Sortie_Attente","Sortie_Attente",NA,NA,NA,"2015-11-12T12:56:53Z","2015-11-12T13:08:04Z",314.554000800877
"112","PATIENT","Sortie_Attente",NA,NA,NA,NA,"2015-11-12T13:08:04Z","2015-11-12T13:08:09Z",314.554000800877
"112","PATIENT",NA,NA,NA,NA,NA,"2015-11-12T13:08:09Z","2015-11-12T13:08:09Z",319.6991223494
"112","PATIENT",NA,NA,1,"SORTIE_URO.Agent_Sortie(1)",NA,"2015-11-12T13:08:09Z","2015-11-12T13:31:04Z",319.6991223494
"112","PATIENT",NA,NA,NA,NA,NA,"2015-11-12T13:31:04Z","2015-11-12T13:31:04Z",319.6991223494
"112","PATIENT",NA,"Sortie_Generale",NA,NA,NA,"2015-11-12T13:31:04Z","2015-11-12T13:33:07Z",319.6991223494
"112","PATIENT","Sortie_Generale",NA,NA,NA,NA,"2015-11-12T13:33:07Z",NA,457.091959082794
"116","PATIENT","Entree_Generale","Accueil_Attente",NA,NA,NA,"2015-11-12T11:01:38Z","2015-11-12T11:05:49Z",0
"116","PATIENT","Accueil_Attente","Accueil_Attente",NA,NA,NA,"2015-11-12T11:05:49Z","2015-11-12T11:10:26Z",137.875169552607
"116","PATIENT","Accueil_Attente","Accueil_General_2",NA,NA,NA,"2015-11-12T11:10:26Z","2015-11-12T11:10:48Z",137.875169552607
"116","PATIENT","Accueil_General_2","Accueil_General_2",NA,NA,NA,"2015-11-12T11:10:48Z","2015-11-12T11:10:48Z",150.649827358529
"116","PATIENT","Accueil_General_2","Accueil_General_2",1,"ACCUEIL.Agent_Acc_1(3)",NA,"2015-11-12T11:10:48Z","2015-11-12T11:15:16Z",150.649827358529
"116","PATIENT","Accueil_General_2","Accueil_General_2",NA,NA,NA,"2015-11-12T11:15:16Z","2015-11-12T11:15:16Z",150.649827358529
"116","PATIENT","Accueil_General_2","Uro_Attente_1",NA,"ACCUEIL.Agent_Acc_1(3)",NA,"2015-11-12T11:15:16Z","2015-11-12T11:18:27Z",150.649827358529
"116","PATIENT","Uro_Attente_1","Uro_Attente_1",NA,NA,NA,"2015-11-12T11:18:27Z","2015-11-12T11:18:49Z",247.917701846368
"116","PATIENT","Uro_Attente_1","Uro_Box_4",NA,NA,NA,"2015-11-12T11:18:49Z","2015-11-12T11:19:34Z",247.917701846368
"116","PATIENT","Uro_Box_4","Uro_Box_4",NA,NA,NA,"2015-11-12T11:19:34Z","2015-11-12T11:19:34Z",268.603582582067
"116","PATIENT","Uro_Box_4","Uro_Box_4",1,"URO.AS(1)",NA,"2015-11-12T11:19:34Z","2015-11-12T11:19:58Z",268.603582582067
"116","PATIENT","Uro_Box_4","Uro_Box_4",NA,NA,NA,"2015-11-12T11:19:58Z","2015-11-12T11:19:58Z",268.603582582067
"116","PATIENT","Uro_Box_4","Uro_Box_4",2,"URO.MED(3)",NA,"2015-11-12T11:19:58Z","2015-11-12T11:30:44Z",268.603582582067
"116","PATIENT","Uro_Box_4","Uro_Box_4",NA,NA,NA,"2015-11-12T11:30:44Z","2015-11-12T11:30:44Z",268.603582582067
"116","PATIENT","Uro_Box_4","Sortie_Attente",NA,NA,NA,"2015-11-12T11:30:44Z","2015-11-12T11:33:39Z",268.603582582067
"116","PATIENT","Sortie_Attente","Sortie_Attente",NA,NA,NA,"2015-11-12T11:33:39Z","2015-11-12T11:33:57Z",342.93156056187
"116","PATIENT","Sortie_Attente",NA,NA,NA,NA,"2015-11-12T11:33:57Z","2015-11-12T11:34:08Z",342.93156056187
"116","PATIENT",NA,NA,NA,NA,NA,"2015-11-12T11:34:08Z","2015-11-12T11:34:08Z",347.886123322256
"116","PATIENT",NA,NA,1,"SORTIE_URO.Agent_Sortie(1)",NA,"2015-11-12T11:34:08Z","2015-11-12T11:35:54Z",347.886123322256
"116","PATIENT",NA,NA,NA,NA,NA,"2015-11-12T11:35:54Z","2015-11-12T11:35:54Z",347.886123322256
"116","PATIENT",NA,"Sortie_Generale",NA,NA,NA,"2015-11-12T11:35:54Z","2015-11-12T11:40:00Z",347.886123322256
"116","PATIENT","Sortie_Generale",NA,NA,NA,NA,"2015-11-12T11:40:00Z",NA,480.190803163069
"122","PATIENT","Entree_Generale","Accueil_Attente",NA,NA,NA,"2015-11-12T11:08:01Z","2015-11-12T11:10:16Z",0
"122","PATIENT","Accueil_Attente","Accueil_Attente",NA,NA,NA,"2015-11-12T11:10:16Z","2015-11-12T11:13:59Z",115.340990535997
"122","PATIENT","Accueil_Attente","Accueil_Prio_1",NA,NA,NA,"2015-11-12T11:13:59Z","2015-11-12T11:14:10Z",115.340990535997
"122","PATIENT","Accueil_Prio_1","Accueil_Prio_1",NA,NA,NA,"2015-11-12T11:14:10Z","2015-11-12T11:14:10Z",128.570216476384
"122","PATIENT","Accueil_Prio_1","Accueil_Prio_1",1,"ACCUEIL.Agent_Acc_1(4)",NA,"2015-11-12T11:14:10Z","2015-11-12T11:19:10Z",128.570216476384
"122","PATIENT","Accueil_Prio_1","Accueil_Prio_1",NA,NA,NA,"2015-11-12T11:19:10Z","2015-11-12T11:19:10Z",128.570216476384
"122","PATIENT","Accueil_Prio_1","Uro_Attente_1",NA,"ACCUEIL.Agent_Acc_1(4)",NA,"2015-11-12T11:19:10Z","2015-11-12T11:20:45Z",128.570216476384
"122","PATIENT","Uro_Attente_1","Uro_Attente_1",NA,NA,NA,"2015-11-12T11:20:45Z","2015-11-12T11:21:06Z",222.483062124514
"122","PATIENT","Uro_Attente_1","Uro_Box_2",NA,NA,NA,"2015-11-12T11:21:06Z","2015-11-12T11:21:37Z",222.483062124514
"122","PATIENT","Uro_Box_2","Uro_Box_2",NA,NA,NA,"2015-11-12T11:21:37Z","2015-11-12T11:21:37Z",250.647350009331
"122","PATIENT","Uro_Box_2","Uro_Box_2",1,"URO.AS(1)",NA,"2015-11-12T11:21:37Z","2015-11-12T11:22:11Z",250.647350009331
"122","PATIENT","Uro_Box_2","Uro_Box_2",NA,NA,NA,"2015-11-12T11:22:11Z","2015-11-12T11:22:11Z",250.647350009331
"122","PATIENT","Uro_Box_2","Uro_Box_2",2,"URO.MED(4)",NA,"2015-11-12T11:22:11Z","2015-11-12T11:40:01Z",250.647350009331
"122","PATIENT","Uro_Box_2","Uro_Box_2",NA,NA,NA,"2015-11-12T11:40:01Z","2015-11-12T11:40:01Z",250.647350009331
"122","PATIENT","Uro_Box_2","Uro_Attente_1",NA,NA,NA,"2015-11-12T11:40:01Z","2015-11-12T11:40:32Z",250.647350009331
"122","PATIENT","Uro_Attente_1","Uro_Attente_1",NA,NA,NA,"2015-11-12T11:40:32Z","2015-11-12T12:48:50Z",276.110206712973
"122","PATIENT","Uro_Attente_1","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:48:50Z","2015-11-12T12:49:22Z",276.110206712973
"122","PATIENT","Uro_Examen_2","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:49:22Z","2015-11-12T12:49:22Z",307.756985456572
"122","PATIENT","Uro_Examen_2","Uro_Examen_2",1,"URO.IDE(1)",NA,"2015-11-12T12:49:22Z","2015-11-12T12:49:48Z",307.756985456572
"122","PATIENT","Uro_Examen_2","Uro_Examen_2",NA,NA,NA,"2015-11-12T12:49:48Z","2015-11-12T12:49:48Z",307.756985456572
